message_key,english,current_translation,reviewer,status,proposed_translation,notes
page.bank-master.subtitle,"Search, review and manage bank & cash records with saved views and configurable actions.",ابحث في سجلات البنوك والنقدية وراجعها وأدرها باستخدام طرق العرض المحفوظة والإجراءات القابلة للتهيئة.,,Pending,,
page.bank-format.subtitle,"Search, review and manage bank file format records with saved views and configurable actions.",ابحث في سجلات تنسيق ملف البنك وراجعها وأدرها باستخدام طرق العرض المحفوظة والإجراءات القابلة للتهيئة.,,Pending,,
page.bank-reconciliation.subtitle,"Search, review and manage bank reconciliation records with saved views and configurable actions.",ابحث في سجلات التسوية البنكية وراجعها وأدرها باستخدام طرق العرض المحفوظة والإجراءات القابلة للتهيئة.,,Pending,,
page.batch-expiry.subtitle,"Search, review and manage batch & expiry records with saved views and configurable actions.",ابحث في سجلات الدفعات والصلاحية وراجعها وأدرها باستخدام طرق العرض المحفوظة والإجراءات القابلة للتهيئة.,,Pending,,
page.bed-management.subtitle,"Search, review and manage bed management records with saved views and configurable actions.",ابحث في سجلات إدارة الأسرة وراجعها وأدرها باستخدام طرق العرض المحفوظة والإجراءات القابلة للتهيئة.,,Pending,,
page.occupancy-report.subtitle,"Search, review and manage bed occupancy records with saved views and configurable actions.",ابحث في سجلات إشغال الأسرة وراجعها وأدرها باستخدام طرق العرض المحفوظة والإجراءات القابلة للتهيئة.,,Pending,,
page.benefit-plan.subtitle,"Search, review and manage benefit plan records with saved views and configurable actions.",ابحث في سجلات خطة المزايا وراجعها وأدرها باستخدام طرق العرض المحفوظة والإجراءات القابلة للتهيئة.,,Pending,,
page.billing-entry.subtitle,"Search, review and manage billing entry records with saved views and configurable actions.",ابحث في سجلات إدخال فاتورة وراجعها وأدرها باستخدام طرق العرض المحفوظة والإجراءات القابلة للتهيئة.,,Pending,,
page.billing-worklist.subtitle,"Search, review and manage billing worklist records with saved views and configurable actions.",ابحث في سجلات قائمة عمل الفوترة وراجعها وأدرها باستخدام طرق العرض المحفوظة والإجراءات القابلة للتهيئة.,,Pending,,
page.billing-patterns.subtitle,"Search, review and manage billing workspace records with saved views and configurable actions.",ابحث في سجلات مساحة عمل الفوترة وراجعها وأدرها باستخدام طرق العرض المحفوظة والإجراءات القابلة للتهيئة.,,Pending,,
page.bulk-operations.subtitle,"Search, review and manage bulk operations records with saved views and configurable actions.",ابحث في سجلات العمليات الجماعية وراجعها وأدرها باستخدام طرق العرض المحفوظة والإجراءات القابلة للتهيئة.,,Pending,,
page.carrier-master.subtitle,"Search, review and manage carrier master records with saved views and configurable actions.",ابحث في سجلات سجل شركات النقل وراجعها وأدرها باستخدام طرق العرض المحفوظة والإجراءات القابلة للتهيئة.,,Pending,,
page.chart-account.subtitle,"Search, review and manage chart of accounts records with saved views and configurable actions.",ابحث في سجلات دليل الحسابات وراجعها وأدرها باستخدام طرق العرض المحفوظة والإجراءات القابلة للتهيئة.,,Pending,,
page.claim-worklist.subtitle,"Search, review and manage claim worklist records with saved views and configurable actions.",ابحث في سجلات قائمة عمل المطالبات وراجعها وأدرها باستخدام طرق العرض المحفوظة والإجراءات القابلة للتهيئة.,,Pending,,
page.clinical-notes.subtitle,"Search, review and manage clinical notes records with saved views and configurable actions.",ابحث في سجلات الملاحظات السريرية وراجعها وأدرها باستخدام طرق العرض المحفوظة والإجراءات القابلة للتهيئة.,,Pending,,
page.clinician-master.subtitle,"Search, review and manage clinician master records with saved views and configurable actions.",ابحث في سجلات سجل الممارسين الصحيين وراجعها وأدرها باستخدام طرق العرض المحفوظة والإجراءات القابلة للتهيئة.,,Pending,,
page.compliance-report.subtitle,"Search, review and manage compliance register records with saved views and configurable actions.",ابحث في سجلات سجل الامتثال وراجعها وأدرها باستخدام طرق العرض المحفوظة والإجراءات القابلة للتهيئة.,,Pending,,
page.component-contracts.subtitle,"Search, review and manage component contracts records with saved views and configurable actions.",ابحث في سجلات عقود المكونات وراجعها وأدرها باستخدام طرق العرض المحفوظة والإجراءات القابلة للتهيئة.,,Pending,,
page.component-library.subtitle,"Search, review and manage component gallery records with saved views and configurable actions.",ابحث في سجلات معرض المكونات وراجعها وأدرها باستخدام طرق العرض المحفوظة والإجراءات القابلة للتهيئة.,,Pending,,
page.consumption-report.subtitle,"Search, review and manage consumption records with saved views and configurable actions.",ابحث في سجلات الاستهلاك وراجعها وأدرها باستخدام طرق العرض المحفوظة والإجراءات القابلة للتهيئة.,,Pending,,
page.contractor-master.subtitle,"Search, review and manage contractor master records with saved views and configurable actions.",ابحث في سجلات سجل المقاولين وراجعها وأدرها باستخدام طرق العرض المحفوظة والإجراءات القابلة للتهيئة.,,Pending,,
page.controlled-register.subtitle,"Search, review and manage controlled register records with saved views and configurable actions.",ابحث في سجلات سجل المواد الخاضعة للرقابة وراجعها وأدرها باستخدام طرق العرض المحفوظة والإجراءات القابلة للتهيئة.,,Pending,,
page.cost-center.subtitle,"Search, review and manage cost center records with saved views and configurable actions.",ابحث في سجلات مركز التكلفة وراجعها وأدرها باستخدام طرق العرض المحفوظة والإجراءات القابلة للتهيئة.,,Pending,,
page.credit-note.subtitle,"Search, review and manage credit note records with saved views and configurable actions.",ابحث في سجلات إشعار دائن وراجعها وأدرها باستخدام طرق العرض المحفوظة والإجراءات القابلة للتهيئة.,,Pending,,
page.credit-profile.subtitle,"Search, review and manage credit profile records with saved views and configurable actions.",ابحث في سجلات الملف الائتماني وراجعها وأدرها باستخدام طرق العرض المحفوظة والإجراءات القابلة للتهيئة.,,Pending,,
page.currency-config.subtitle,"Search, review and manage currencies & rates records with saved views and configurable actions.",ابحث في سجلات العملات وأسعار الصرف وراجعها وأدرها باستخدام طرق العرض المحفوظة والإجراءات القابلة للتهيئة.,,Pending,,
page.customer-master.subtitle,"Search, review and manage customer master records with saved views and configurable actions.",ابحث في سجلات سجل العملاء وراجعها وأدرها باستخدام طرق العرض المحفوظة والإجراءات القابلة للتهيئة.,,Pending,,
page.customer-worklist.subtitle,"Search, review and manage customer worklist records with saved views and configurable actions.",ابحث في سجلات قائمة عمل العملاء وراجعها وأدرها باستخدام طرق العرض المحفوظة والإجراءات القابلة للتهيئة.,,Pending,,
page.data-patterns.subtitle,"Search, review and manage data worklists records with saved views and configurable actions.",ابحث في سجلات قوائم عمل البيانات وراجعها وأدرها باستخدام طرق العرض المحفوظة والإجراءات القابلة للتهيئة.,,Pending,,
page.deduction-master.subtitle,"Search, review and manage deduction master records with saved views and configurable actions.",ابحث في سجلات سجل الاستقطاعات وراجعها وأدرها باستخدام طرق العرض المحفوظة والإجراءات القابلة للتهيئة.,,Pending,,
page.delegation-master.subtitle,"Search, review and manage delegation rules records with saved views and configurable actions.",ابحث في سجلات قواعد التفويض وراجعها وأدرها باستخدام طرق العرض المحفوظة والإجراءات القابلة للتهيئة.,,Pending,,
page.denial-rate-report.subtitle,"Search, review and manage denial rate records with saved views and configurable actions.",ابحث في سجلات معدل الرفض وراجعها وأدرها باستخدام طرق العرض المحفوظة والإجراءات القابلة للتهيئة.,,Pending,,
page.denial-worklist.subtitle,"Search, review and manage denials & appeals records with saved views and configurable actions.",ابحث في سجلات الرفض والتظلمات وراجعها وأدرها باستخدام طرق العرض المحفوظة والإجراءات القابلة للتهيئة.,,Pending,,
page.department-master.subtitle,"Search, review and manage department master records with saved views and configurable actions.",ابحث في سجلات سجل الأقسام وراجعها وأدرها باستخدام طرق العرض المحفوظة والإجراءات القابلة للتهيئة.,,Pending,,
page.discharge-worklist.subtitle,"Search, review and manage discharges records with saved views and configurable actions.",ابحث في سجلات خروج المرضى وراجعها وأدرها باستخدام طرق العرض المحفوظة والإجراءات القابلة للتهيئة.,,Pending,,
page.discount-rule.subtitle,"Search, review and manage discount rule records with saved views and configurable actions.",ابحث في سجلات قاعدة الخصم وراجعها وأدرها باستخدام طرق العرض المحفوظة والإجراءات القابلة للتهيئة.,,Pending,,
